card_id,set_code,number,name,stage,evolves_from,hp,type,weakness_type,weakness_value,resistance_type,resistance_value,retreat_cost,rarity,dex_number,power_type,power_name,power_text,attack1_name,attack1_cost,attack1_damage,attack1_text,attack2_name,attack2_cost,attack2_damage,attack2_text,attack3_name,attack3_cost,attack3_damage,attack3_text,artist,flavor_text
gym1-91,gym1,91,Sabrina's Abra,Basic,,40,P,P,x2,,,0,Common,63,,,,Energy Loop,P,20,Return a Psychic Energy card attached to Sabrina's Abra to your hand in order to use this attack.,,,,,,,,,Ken Sugimori,
gym1-92,gym1,92,Sabrina's Drowzee,Basic,,50,P,P,x2,,,1,Common,96,,,,Suggestion,P,,"Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn.",Headbutt,CC,20,,,,,,Atsuko Nishida,
gym1-93,gym1,93,Sabrina's Gastly,Basic,,50,P,,,F,-30,1,Common,92,,,,Spook,PC,20,The Defending Pokémon can't retreat during your opponent's next turn.,,,,,,,,,Ken Sugimori,
gym1-94,gym1,94,Sabrina's Mr. Mime,Basic,,50,P,P,x2,,,1,Common,122,,,,Sleight of Hand,C,,"Choose up to 3 cards from your hand and put them on top of your deck. Then search your deck for that many basic Energy cards. Show those cards to your opponent, then put them into your hand. Shuffle your deck afterward.",Slap,PC,20,,,,,,Ken Sugimori,
gym1-95,gym1,95,Sabrina's Slowpoke,Basic,,50,P,P,x2,,,1,Common,79,,,,Lazy Attack,PC,30,Sabrina's Slowpoke is now Asleep (after doing damage).,,,,,,,,,Ken Sugimori,
gym1-96,gym1,96,Sabrina's Venonat,Basic,,40,G,R,x2,,,1,Common,48,,,,Poison Antennae,G,,The Defending Pokémon is now Poisoned.,Removal Beam,PC,20,"If the Defending Pokémon has any Energy cards attached to it, flip a coin. If heads, choose 1 of those Energy cards and discard it.",,,,,Ken Sugimori,
gym2-1,gym2,1,Blaine's Arcanine,Stage 1,Blaine's Growlithe,90,R,W,x2,,,3,Rare Holo,59,,,,Heat Tackle,RCC,40,Blaine's Arcanine does 10 damage to itself.,Firestorm,RRRR,120,Discard 3 Fire Energy cards attached to Blaine's Arcanine in order to use this attack.,,,,,Ken Sugimori,
gym2-2,gym2,2,Blaine's Charizard,Stage 2,Blaine's Charmeleon,100,R,W,x2,F,-30,3,Rare Holo,6,,,,Roaring Flames,R,20+,"Discard all Fire Energy cards attached to Blaine's Charizard. If all Energy cards attached to Blaine's Charizard provide 2 Fire Energy, discard all of them. This attack does 20 damage plus 20 more damage for each Fire Energy discarded in this way.",Flame Jet,RR,,"Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)",,,,,Ken Sugimori,
gym2-3,gym2,3,Brock's Ninetales,Stage 1,Brock's Vulpix,70,R,W,x2,,,1,Rare Holo,38,Pokémon Power,Shapeshift,"Once during your turn (before your attack), you may attach an Evolution card from your hand to Brock's Ninetales. (This doesn't count as evolving Brock's Ninetales.) Treat Brock's Ninetales as if it were that Pokémon instead. It can't evolve, devolve, or use the Pokémon Power of that Pokémon. During your turn, you may discard the Evolution card attached to Brock's Ninetales. This power can't be used if Brock's Ninetales is Asleep, Confused, or Paralyzed. If Brock's Ninetales becomes Asleep, Confused, or Paralyzed, discard all Evolution cards attached to it.",Will-o'-the-wisp,RR,30,,,,,,,,,,Ken Sugimori,
gym2-4,gym2,4,Erika's Venusaur,Stage 2,Erika's Ivysaur,90,G,R,x2,,,2,Rare Holo,3,,,,Growth,G,,"Flip a coin. If heads, you may attach up to 2 Grass Energy cards from your hand to Erika's Venusaur.",Wide Solarbeam,GGGG,20,"If your opponent has any Benched Pokémon, choose 2 of them (or 1 if he or she only has 1). This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,Ken Sugimori,
gym2-5,gym2,5,Giovanni's Gyarados,Stage 1,Giovanni's Magikarp,90,W,G,x2,F,-30,3,Rare Holo,130,,,,Summon Storm,W,,"Flip 2 coins. If both of them are heads, this attack does 20 damage to each other Pokémon (even your own). Don't apply Weakness and Resistance for this attack.",Dragon Tornado,WWCC,40,"Unless this attack Knocks Out the Defending Pokémon, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon.",,,,,Ken Sugimori,
gym2-6,gym2,6,Giovanni's Machamp,Stage 2,Giovanni's Machoke,100,F,P,x2,,,3,Rare Holo,68,Pokémon Power,Fortitude,"If Giovanni's Machamp would be Knocked Out by an opponent's attack, flip a coin. If heads, Giovanni's Machamp is not Knocked Out and its remaining HP become 10 instead. This power can't be used if Giovanni's Machamp is already Asleep, Confused, or Paralyzed.",Hurricane Punch,FFFC,30×,Flip 4 coins. This attack does 30 damage times the number of heads.,,,,,,,,,Ken Sugimori,
gym2-7,gym2,7,Giovanni's Nidoking,Stage 2,Giovanni's Nidorino,120,G,P,x2,,,3,Rare Holo,34,,,,Intimidate,G,,"If the Defending Pokémon's maximum HP is 50 or less, it can't attack Giovanni's Nidoking during your opponent's next turn. (Benching or evolving either Pokémon ends this effect.)",Tumbling Attack,GGGC,40+,"Flip a coin. If heads, this attack does 40 damage plus 30 more damage; if tails, this attack does 40 damage.",,,,,Ken Sugimori,
gym2-8,gym2,8,Giovanni's Persian,Stage 1,Giovanni's Meowth,60,C,F,x2,P,-30,0,Rare Holo,53,Pokémon Power,Call the Boss,"When you play Giovanni's Persian from your hand, you may search your deck for the Trainer card named Giovanni, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",Ambush,CCC,20+,"Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,,,,,,,Ken Sugimori,
gym2-9,gym2,9,Koga's Beedrill,Stage 2,Koga's Kakuna,80,G,R,x2,F,-30,0,Rare Holo,15,,,,Nerve Poison,GG,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.",Hyper Needle,CCC,70,"Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Koga's Beedrill stays in play (even putting Koga's Beedrill on the Bench won't let you use it again).",,,,,Ken Sugimori,
gym2-10,gym2,10,Koga's Ditto,Basic,,40,C,F,x2,P,-30,1,Rare Holo,132,,,,Giant Growth,C,,"Flip a coin. If heads, Koga's Ditto's maximum HP is now 80 and Koga's Ditto's Pound attack's base damage is 30 instead of 10. (Benching Koga's Ditto ends this effect.)",Pound,C,10,,,,,,Ken Sugimori,
gym2-11,gym2,11,Lt. Surge's Raichu,Stage 1,Lt. Surge's Pikachu,80,L,F,x2,,,2,Rare Holo,26,,,,Kerzap,LL,20+,"Flip a coin. If heads, this attack does 20 damage plus 30 more damage to the Defending Pokémon and discard all Lightning Energy cards attached to Lt. Surge's Raichu. If tails, this attack does 20 damage.",Thundertackle,LLCC,40,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, Lt. Surge's Raichu does 20 damage to itself.",,,,,Ken Sugimori,
gym2-12,gym2,12,Misty's Golduck,Stage 1,Misty's Psyduck,70,W,G,x2,,,1,Rare Holo,55,,,,Electro Beam,WC,40,"Flip a coin. If tails, discard all Energy cards attached to Misty's Golduck.",Super Removal,PC,,"Flip a coin. If heads, choose 1 Energy card attached to each of your opponent's Pokémon that has any Energy cards and discard those Energy cards.",,,,,Ken Sugimori,
gym2-13,gym2,13,Misty's Gyarados,Stage 1,Misty's Magikarp,100,W,G,x2,F,-30,3,Rare Holo,130,Pokémon Power,Rebellion,"Whenever Misty's Gyarados attacks, flip 2 coins. If both of them are tails, that attack does nothing. Instead, shuffle Misty's Gyarados and all cards attached to it into your deck. (This power works even if Misty's Gyarados is Confused.)",Tidal Wave,WWWW,70,,,,,,,,,,Ken Sugimori,
gym2-14,gym2,14,Rocket's Mewtwo,Basic,,70,P,P,x2,,,2,Rare Holo,150,,,,Juxtapose,P,,"Flip a coin. If heads, switch the number of damage counters on Rocket's Mewtwo with the number of damage counters on the Defending Pokémon (even if it would Knock Out either Pokémon). (It's okay if 1 of the Pokémon has no damage counters on it.)",Hypnoblast,PP,20,"Flip a coin. If heads, the Defending Pokémon is now Asleep.",Psyburn,PPPC,60,,Shin-ichi Yoshida,
gym2-15,gym2,15,Rocket's Zapdos,Basic,,70,L,,,F,-30,2,Rare Holo,145,,,,Plasma,L,20,"If there are any Lightning Energy cards in your discard pile, attach 1 of them to Rocket's Zapdos.",Electroburn,LLLC,70,Rocket's Zapdos does damage to itself equal to 10 times the number of Lightning Energy cards attached to it.,,,,,Shin-ichi Yoshida,
gym2-16,gym2,16,Sabrina's Alakazam,Stage 2,Sabrina's Kadabra,80,P,P,x2,,,3,Rare Holo,65,Pokémon Power,Psylink,"Sabrina's Alakazam always has a copy of every attack your Psychic Pokémon in play have (including their Energy costs and anything else required in order to use those attacks, such as discarding Energy cards). This power can't be used if Sabrina's Alakazam is Asleep, Confused, or Paralyzed.",Mega Burn,PCCC,60,You can't use this attack during your next turn.,,,,,,,,,Ken Sugimori,
gym2-21,gym2,21,Blaine's Ninetales,Stage 1,Blaine's Vulpix,60,R,W,x2,,,2,Rare,38,Pokémon Power,Healing Fire,"Whenever you attach a Fire Energy card from your hand to Blaine's Ninetales, remove 1 damage counter from it, if it has any. This power stops working when Blaine's Ninetales is Asleep, Confused, or Paralyzed.",Burn Up,RR,50,"Flip a coin. If tails, discard all Fire Energy cards attached to Blaine's Ninetales.",,,,,,,,,Ken Sugimori,
gym2-22,gym2,22,Brock's Dugtrio,Stage 1,Brock's Diglett,60,F,G,x2,L,-30,1,Rare,51,,,,Lie Low,F,,All damage done to Brock's Dugtrio during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).,Earthdrill,FFC,60,This attack can't be used unless Brock's Dugtrio used its Lie Low attack last turn.,,,,,Ken Sugimori,
gym2-23,gym2,23,Giovanni's Nidoqueen,Stage 2,Giovanni's Nidorina,100,G,P,x2,,,3,Rare,31,,,,Mega Kick,GGC,40,,Love Lariat,GGCC,50+,"Flip a coin. If heads, this attack does 50 damage plus 50 more damage if you have at least 1 Giovanni's Nidoking on your Bench. If tails, this attack does nothing.",,,,,Ken Sugimori,
gym2-24,gym2,24,Giovanni's Pinsir,Basic,,70,G,R,x2,,,2,Rare,127,,,,Snapping Pincers,GC,10+,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.",Overhead Toss,GCC,40,"If you have any Benched Pokémon, flip a coin. If tails, choose 1 of your Benched Pokémon. This attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,Ken Sugimori,
gym2-25,gym2,25,Koga's Arbok,Stage 1,Koga's Ekans,90,G,P,x2,,,2,Rare,24,,,,Poison Buildup,G,,Koga's Arbok is now Poisoned.,Poison Power,GG,20,"If Koga's Arbok is Poisoned, this attack's base damage is 40 instead of 20 and the Defending Pokémon is now Poisoned.",,,,,Ken Sugimori,
gym2-26,gym2,26,Koga's Muk,Stage 1,Koga's Grimer,80,G,P,x2,,,3,Rare,89,Pokémon Power,Energy Drain,"If an opponent's attack does damage to Koga's Muk (even if Koga's Muk is Knocked Out), flip a coin. If heads and if it has any, choose 1 Energy card attached to the attacking Pokémon and discard it. This power can't be used if Koga's Muk is already Asleep, Confused, or Paralyzed when your opponent attacks.",Sludge Whirlpool,GGC,40,,,,,,,,,,Ken Sugimori,
gym2-27,gym2,27,Koga's Pidgeotto,Stage 1,Koga's Pidgey,60,C,L,x2,F,-30,0,Rare,17,,,,Quick Turn,CCC,30×,Flip 2 coins. This attack does 30 damage times the number of heads.,Aerial Maneuvers,CCCC,10+,"Flip a coin. If heads, this attack does 10 damage plus 30 more damage, and, during your opponent's next turn, prevent all effects of attacks, including damage, done to Koga's Pidgeotto. If tails, this attack does 10 damage.",,,,,Ken Sugimori,
gym2-28,gym2,28,Lt. Surge's Jolteon,Stage 1,Lt. Surge's Eevee,70,L,F,x2,,,1,Rare,135,,,,High Voltage,LC,20,"Flip a coin. If heads, your opponent can't play Trainer cards during his or her next turn.",Thunder Flare,LLL,30+,"Does 30 damage plus 10 damage times the number of damage counters on Lt. Surge's Jolteon, then flip a coin. If tails, Lt. Surge's Jolteon does 30 damage to itself.",,,,,Ken Sugimori,
gym2-29,gym2,29,Sabrina's Gengar,Stage 2,Sabrina's Haunter,90,P,,,F,-30,2,Rare,94,,,,Dark Wave,PP,20,All Pokémon Powers stop working until the end of your opponent's next turn.,Shadow Bind,PPP,40,The Defending Pokémon can't retreat during your opponent's next turn.,,,,,Ken Sugimori,
gym2-30,gym2,30,Sabrina's Golduck,Stage 1,Sabrina's Psyduck,70,W,L,x2,,,2,Rare,55,,,,Damage Shift,PP,,Move 1 damage counter from each of your Pokémon that has any on it to the Defending Pokémon. (Don't apply Weakness and Resistance.),Water Spray,WCC,20+,"Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,,,Ken Sugimori,
gym2-31,gym2,31,Blaine's Charmeleon,Stage 1,Blaine's Charmander,70,R,W,x2,,,2,Uncommon,5,,,,Fire Claws,RR,30,,Bonfire,RRR,,"Flip 3 coins. For each heads, discard 1 Fire Energy card attached to Blaine's Charmeleon. If you can't discard Energy cards, this attack does nothing. This attack does 10 damage times the number of heads to each of your opponent's Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)",,,,,Ken Sugimori,
gym2-32,gym2,32,Blaine's Dodrio,Stage 1,Blaine's Doduo,70,C,L,x2,F,-30,1,Uncommon,85,,,,Mega Peck,CC,50,"Flip a coin. If tails, this attack does nothing.",,,,,,,,,Ken Sugimori,
gym2-33,gym2,33,Blaine's Rapidash,Stage 1,Blaine's Ponyta,70,R,W,x2,,,0,Uncommon,78,,,,Fire Mane,R,20,,Stamp,RCC,30+,"Flip a coin. If heads, this attack does 30 damage plus 10 more damage (to the Defending Pokémon) and 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) If tails, this attack does 30 damage (to the Defending Pokémon).",,,,,Ken Sugimori,
gym2-34,gym2,34,Brock's Graveler,Stage 1,Brock's Geodude,70,F,G,x2,,,2,Uncommon,75,,,,Tackle,CC,20,,Detonate,FFF,50,"Does 10 damage to each Pokémon on each player's bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Brock's Graveler does 50 damage to itself. If there is a Stadium card in play, discard it.",,,,,Atsuko Nishida,
gym2-35,gym2,35,Brock's Primeape,Stage 1,Brock's Mankey,70,F,P,x2,,,1,Uncommon,57,Pokémon Power,Scram,"If Brock's Primeape ever has exactly 10 HP left, shuffle it and all cards attached to it into your deck. This power stops working while Brock's Primeape is Asleep, Confused, or Paralyzed.",Mega Thrash,FFF,60,"Brock's Primeape does 20 damage to itself. If there is a Stadium card in play, discard it.",,,,,,,,,Ken Sugimori,
gym2-36,gym2,36,Brock's Sandslash,Stage 1,Brock's Sandshrew,70,F,G,x2,L,-30,1,Uncommon,28,,,,Swift,FC,20,"This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",Needle Ball,FF,30,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",,,,,Atsuko Nishida,
gym2-37,gym2,37,Brock's Vulpix,Basic,,50,R,W,x2,,,1,Uncommon,37,,,,Hypnotic Gaze,C,,The Defending Pokémon is now Asleep.,Fire Ring,RR,20,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,Ken Sugimori,
gym2-38,gym2,38,Erika's Bellsprout,Basic,,40,G,R,x2,,,1,Uncommon,69,Pokémon Power,Soak Up,"Once during your turn (before your attack), you may take up to 2 Grass Energy cards attached to your other Pokémon and attach them to Erika's Bellsprout. This power can't be used if Erika's Bellsprout is Asleep, Confused, or Paralyzed.",Stretch Vine,G,,"Choose 1 of your opponent's Benched Pokémon, and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,,,,,Ken Sugimori,
gym2-39,gym2,39,Erika's Bulbasaur,Basic,,50,G,R,x2,,,1,Uncommon,1,,,,Sleep Seed,G,10,The Defending Pokémon is now Asleep.,Errand-Running,GG,,"Flip a coin. If heads, you may search your deck for a Trainer card. Show it to your opponent and put it into your hand. Shuffle your deck afterward.",,,,,Ken Sugimori,
gym2-40,gym2,40,Erika's Clefairy,Basic,,50,C,F,x2,P,-30,1,Uncommon,35,,,,Lunar Power,C,,"Flip a coin. If heads, search your deck for a card that evolves from 1 of your Benched Pokémon and put that card on that Pokémon. (This counts as evolving that Pokémon.) Shuffle your deck afterward.",Moon Kick,CC,20,,,,,,Atsuko Nishida,
gym2-41,gym2,41,Erika's Ivysaur,Stage 1,Erika's Bulbasaur,60,G,R,x2,,,2,Uncommon,2,Pokémon Power,Relaxing Scent,"As long as Erika's Ivysaur is your Active Pokémon, whenever an attack (even your own) does damage to any Pokémon (after applying Weakness and Resistance), that attack only does half the damage to that Pokémon (rounded up to the nearest 10). (Any other effects of attacks still happen.) This power stops working while Erika's Ivysaur is Asleep, Confused, or Paralyzed.",Double Razor Leaf,GGG,40×,Flip 2 coins. This attack does 40 damage times the number of heads.,,,,,,,,,Ken Sugimori,
gym2-42,gym2,42,Giovanni's Machoke,Stage 1,Giovanni's Machop,80,F,P,x2,,,2,Uncommon,67,,,,Risky Attack,F,60,"Flip a coin. If tails, this attack does no damage to the Defending Pokémon and Giovanni's Machoke does 100 damage to itself.",Headlock,FFC,20+,"Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Paralyzed. If tails, this attack does 20 damage.",,,,,Ken Sugimori,
gym2-43,gym2,43,Giovanni's Meowth,Basic,,40,C,F,x2,P,-30,1,Uncommon,52,,,,False Charity,C,,"Flip a coin. If heads, look at the top card of your opponent's deck. If it's a Trainer card, put it in your opponent's discard pile; otherwise, put it into his or her hand.",Double Scratch,CC,20×,Flip 2 coins. This attack does 20 damage times the number of heads.,,,,,Atsuko Nishida,
gym2-44,gym2,44,Giovanni's Nidorina,Stage 1,Giovanni's Nidoran ♀,80,G,P,x2,,,2,Uncommon,30,,,,Poison Sting Tackle,GC,30,"Giovanni's Nidorina does 20 damage to itself. Flip a coin. If heads, the Defending Pokémon is now Poisoned.",Body Slam,GCC,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,Ken Sugimori,
gym2-45,gym2,45,Giovanni's Nidorino,Stage 1,Giovanni's Nidoran ♂,70,G,P,x2,,,2,Uncommon,33,,,,Rend,GCC,20+,"If the Defending Pokémon already has any damage counters on it, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.",,,,,,,,,Ken Sugimori,
gym2-46,gym2,46,Koga's Golbat,Stage 1,Koga's Zubat,60,G,P,x2,F,-30,0,Uncommon,42,,,,Bite,CC,20,,Sonic Scream,GGG,30,"Flip a coin. If heads, the Defending Pokémon is now Confused.",,,,,Ken Sugimori,
gym2-47,gym2,47,Koga's Kakuna,Stage 1,Koga's Weedle,60,G,R,x2,,,2,Uncommon,14,Pokémon Power,Emerge,"Once during your turn (before your attack), you may flip a coin. If heads, search your deck for an Evolution card named Koga's Beedrill and put it on Koga's Kakuna. (This counts as evolving Koga's Kakuna.) Shuffle your deck afterward. This power can't be used if Koga's Kakuna is Asleep, Confused, or Paralyzed.",Toxic Secretion,G,,"Flip a coin. If heads, the Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).",,,,,,,,,Ken Sugimori,
